Kelowna,British Columbia,,,
Vancouver,British Columbia,,,
Coquitlam,British Columbia,,,
Kamloops,British Columbia,,,
Saanich,British Columbia,,,
Surrey,British Columbia,,,
Abbotsford,British Columbia,,,
,,,,** Note: the description data for news items still has html tags (eg: <p/>) even after processing
